isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780192836380,0192836382,La Dame Aux Camélias,Alexandre Dumas;David Coward,Fiction,http://books.google.com/books/content?id=Aqft1VzHuHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This new translation successfully combines a feeling for the formal proprieties of Dumas's style with a supple and colloquial liveliness that once again proves this story irresistible. -,1986.0,3.99,256.0,14702.0,La Dame Aux Camélias,9780192836380 This new translation successfully combines a feeling for the formal proprieties of Dumas's style with a supple and colloquial liveliness that once again proves this story irresistible. -,Fiction,0.06013280898332596,0.0428573377430439,0.02664889395236969,0.7353026866912842,0.6398629546165466,0.08968302607536316,0.09125014394521713
9780192854520,0192854526,Augustine: A Very Short Introduction,Henry Chadwick,Biography & Autobiography,http://books.google.com/books/content?id=QnrRB19gQ0kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Very Short Introductions offer stimulating, accessible introductions to a wide variety of subjects, demonstrating the finest contemporary thinking about their central problems and issues.'magisterial and highly readable.' -Bookseller",2001.0,3.74,144.0,219.0,Augustine: A Very Short Introduction,"9780192854520 Very Short Introductions offer stimulating, accessible introductions to a wide variety of subjects, demonstrating the finest contemporary thinking about their central problems and issues.'magisterial and highly readable.' -Bookseller",Nonfiction,0.013759903609752655,0.009741229005157948,0.010926290415227413,0.5678467750549316,0.7337357401847839,0.058756910264492035,0.369046688079834
9780195069051,0195069056,Albion's Seed,David Hackett Fischer,Fiction,http://books.google.com/books/content?id=GOYg58I7g30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The first volume in a cultural history of America examines the different lives and customs of the first groups of immigrants to America and assesses the importance of those traditions for contemporary American life.,1989.0,4.31,972.0,2163.0,Albion's Seed: Four British Folkways in America,9780195069051 The first volume in a cultural history of America examines the different lives and customs of the first groups of immigrants to America and assesses the importance of those traditions for contemporary American life.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.05863843858242035,0.8200852870941162,0.11169019341468811,0.07876546680927277
9780195101287,0195101286,Justice Oliver Wendell Holmes,G. Edward White,Literary Criticism,http://books.google.com/books/content?id=wE7nCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Discusses Holmes' early life, Civil War experiences, legal career, and thirty years on the U.S. Supreme Court, and presents new information regarding his relationship with Clare Castletown",1995.0,3.67,648.0,17.0,Justice Oliver Wendell Holmes: Law and the Inner Self,"9780195101287 Discusses Holmes' early life, Civil War experiences, legal career, and thirty years on the U.S. Supreme Court, and presents new information regarding his relationship with Clare Castletown",Nonfiction,0.05883365124464035,0.07331304252147675,0.3938543200492859,0.08807475119829178,0.7448497414588928,0.16030186414718628,0.10123692452907562
9780195135923,019513592X,The Oresteia,Aeschylus,Drama,http://books.google.com/books/content?id=SY9HlKSNwZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The story of the house of Atreus is a tale of incest, adultery, human sacrifice, cannibalism, and political intrigue. It is also a story in which human action is simultaneously willed and determined."".",2003.0,4.01,304.0,76.0,The Oresteia,"9780195135923 The story of the house of Atreus is a tale of incest, adultery, human sacrifice, cannibalism, and political intrigue. It is also a story in which human action is simultaneously willed and determined."".",Fiction,0.06413363665342331,0.6570444107055664,0.051362838596105576,0.04177367314696312,0.8667494058609009,0.11169019341468811,0.07876546680927277
9780195145663,0195145666,Medea,Eurípides;Michael Collier;Georgia Machemer,Drama,http://books.google.com/books/content?id=9mViAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Medea, whose magical powers helped Jason and the Argonauts take the Golden Fleece, remains one of the strongest female characters ever to appear on stage.",2006.0,3.85,116.0,339.0,Medea,"9780195145663 Medea, whose magical powers helped Jason and the Argonauts take the Golden Fleece, remains one of the strongest female characters ever to appear on stage.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.190821573138237,0.735226035118103,0.11169019341468811,0.07876546680927277
9780195174472,019517447X,Strategies of Containment,John Lewis Gaddis,History,http://books.google.com/books/content?id=HVsSDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A classic synthesis of US security policy, now updated to include analysis of how Reagan, Bush Snr., Clinton, & Bush Jnr. have defended the nation. Previous ed.: 1982.",2005.0,4.01,484.0,523.0,Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,"9780195174472 A classic synthesis of US security policy, now updated to include analysis of how Reagan, Bush Snr., Clinton, & Bush Jnr. have defended the nation. Previous ed.: 1982.",Nonfiction,0.2322991043329239,0.10400673747062683,0.051362838596105576,0.09913064539432526,0.9551447033882141,0.11169019341468811,0.13559100031852722
9780198320272,0198320272,Julius Caesar,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=NlmkhO3vZQ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Caesar returns from a triumphant battle to Rome, despite warning along the way, only to fall into the assassination plot set by Brutus, Cassius, and Casca.",2001.0,3.67,128.0,133575.0,Julius Caesar,"9780198320272 Caesar returns from a triumphant battle to Rome, despite warning along the way, only to fall into the assassination plot set by Brutus, Cassius, and Casca.",Children's Nonfiction,0.06413363665342331,0.10400673747062683,0.2270643413066864,0.18592065572738647,0.549476683139801,0.16601166129112244,0.07876546680927277
9780199264797,0199264791,The Oxford Companion to Philosophy,Ted Honderich,Philosophy,http://books.google.com/books/content?id=F9oAomj2IIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Over 2,200 entries containing information on all aspects of philosophy, and of the lives and work of the great philosophers, from antiquity to the present day.",2005.0,4.14,1056.0,49.0,The Oxford Companion to Philosophy,"9780199264797 Over 2,200 entries containing information on all aspects of philosophy, and of the lives and work of the great philosophers, from antiquity to the present day.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8261131048202515,0.11169019341468811,0.11248866468667984
9780201748673,0201748673,Robin Williams Web Design Workshop,John Tollett;Robin Williams;David Rohr,Computers,http://books.google.com/books/content?id=lhatgvXw0JcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Illustrating her ideas with hundreds of examples, Williams takes her lessons on creative design, highly regarded within the graphics community, and applies them to the Web. Full color.",2002.0,3.78,384.0,51.0,Robin Williams Web Design Workshop,"9780201748673 Illustrating her ideas with hundreds of examples, Williams takes her lessons on creative design, highly regarded within the graphics community, and applies them to the Web. Full color.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.040898602455854416,0.9410201907157898,0.11169019341468811,0.07876546680927277
9780226301198,0226301192,"Love, Sex & Tragedy",Simon Goldhill,History,http://books.google.com/books/content?id=31udHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A noted classicist offers a survey of the Greek and Roman roots of everything from hard bodies to political systems, tracing follies and philosophical questions through the centuries to the birthplace of Western civilization.",2005.0,3.76,345.0,120.0,"Love, Sex & Tragedy: How the Ancient World Shapes Our Lives","9780226301198 A noted classicist offers a survey of the Greek and Roman roots of everything from hard bodies to political systems, tracing follies and philosophical questions through the centuries to the birthplace of Western civilization.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9450474381446838,0.11169019341468811,0.07876546680927277
9780226307787,0226307786,Oresteia,Esquilo;Aeschylus,Erinyes (Greek mythology),http://books.google.com/books/content?id=ACSXuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A brief discussion of the life of Aeschylus and the structure of early tragedy accompanies a translation of the three plays based on H.W. Smyth's Loeb Classical Library text.,1953.0,4.01,171.0,688.0,"Oresteia: Agamemnon, The Libation Bearers, The Eumenides",9780226307787 A brief discussion of the life of Aeschylus and the structure of early tragedy accompanies a translation of the three plays based on H.W. Smyth's Loeb Classical Library text.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8616733551025391,0.3275400996208191,0.07876546680927277
9780226307800,0226307808,Euripides I,Euripides,Greek drama (Tragedy),http://books.google.com/books/content?id=ZRt5IxCHhfoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Table of Contents: Alcestis / translated by Richmond Lattimore -- The Medea / translated by Rex Warner -- The Heracleidae / translated by Ralph Gladstone -- Hippolytus / translated by David Grene.,1955.0,4.03,221.0,4482.0,Euripides I: Alcestis; The Medea; The Heracleidae; Hippolytus,9780226307800 Table of Contents: Alcestis / translated by Richmond Lattimore -- The Medea / translated by Rex Warner -- The Heracleidae / translated by Ralph Gladstone -- Hippolytus / translated by David Grene.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.07342012226581573,0.8477572202682495,0.11169019341468811,0.07876546680927277
9780226321325,0226321320,"Billy Budd, Sailor",Herman Melville,Fiction,http://books.google.com/books/content?id=LMC-GqItKwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Definitive text of Billy Budd, Sailor, is presented with extensive notes and commentary enabling the reader to trace the genesis and growth of Melville's masterpiece",1962.0,3.11,230.0,219.0,"Billy Budd, Sailor","9780226321325 Definitive text of Billy Budd, Sailor, is presented with extensive notes and commentary enabling the reader to trace the genesis and growth of Melville's masterpiece",Fiction,0.017967207357287407,0.12871712446212769,0.005606325343251228,0.0192096084356308,0.8157240748405457,0.003796621458604932,0.008979038335382938
9780226500621,0226500624,Young Men and Fire,Norman Maclean,Biography & Autobiography,http://books.google.com/books/content?id=7Gq8a7ZfA6YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A witness to the Montana Mann Gulch fire of 1949 explores the mysteries of the tragedy, with eyewitness accounts, new evidence, and research from fire scientists",1993.0,4.07,301.0,4148.0,Young Men and Fire,"9780226500621 A witness to the Montana Mann Gulch fire of 1949 explores the mysteries of the tragedy, with eyewitness accounts, new evidence, and research from fire scientists",Nonfiction,0.012491093017160892,0.016495494171977043,0.32058045268058777,0.01574396900832653,0.5216700434684753,0.05239163339138031,0.060627322643995285
9780231121910,0231121911,"Nathaniel Hawthorne, The Scarlet Letter",Nathaniel Hawthorne,Literary Criticism,http://books.google.com/books/content?id=OHFFpZosoC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gives an account and a sampling of varied interpretations of Hawthorne's ""The Scarlet Letter,"" encompassing moral and historical criticism, New Criticism, archetypal and myth criticism, psychoanalytical and feminist criticism, and linguistic and semioticcriticism.",2000.0,3.39,192.0,173.0,"Nathaniel Hawthorne, The Scarlet Letter","9780231121910 Gives an account and a sampling of varied interpretations of Hawthorne's ""The Scarlet Letter,"" encompassing moral and historical criticism, New Criticism, archetypal and myth criticism, psychoanalytical and feminist criticism, and linguistic and semioticcriticism.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9171995520591736,0.11169019341468811,0.07876546680927277
9780231138703,0231138709,More Than You Know,Michael J. Mauboussin,Business & Economics,http://books.google.com/books/content?id=g6WlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mauboussin mines disciplines that are not normally associated with finance such as biology, physics, and psychology to help investors make better decisions and to argue for a new model of investment philosophy.",2006.0,4.08,268.0,1238.0,More Than You Know: Finding Financial Wisdom in Unconventional Places,"9780231138703 Mauboussin mines disciplines that are not normally associated with finance such as biology, physics, and psychology to help investors make better decisions and to argue for a new model of investment philosophy.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9288297295570374,0.11169019341468811,0.07876546680927277
9780237526887,0237526883,"20,000 Leagues Under the Sea",Jules Verne;Pauline Francis,Children's stories,http://books.google.com/books/content?id=qnNypvYxcy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The abridged adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,2004.0,3.76,48.0,543.0,"20,000 Leagues Under the Sea",9780237526887 The abridged adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,Nonfiction,0.06413363665342331,0.9308913350105286,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780240806082,0240806085,Directing the Documentary,Michael Rabiger,Performing Arts,http://books.google.com/books/content?id=uoKliOPD5qEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Michael Rabiger guides the reader through the stages required to conceive, edit and produce a documentary. He also provides advice on the law, ethics and authorship as well as career possibilities and finding work.",2004.0,4.23,648.0,173.0,Directing the Documentary,"9780240806082 Michael Rabiger guides the reader through the stages required to conceive, edit and produce a documentary. He also provides advice on the law, ethics and authorship as well as career possibilities and finding work.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04480202496051788,0.9159466028213501,0.11169019341468811,0.07876546680927277
9780241003008,0241003008,The Very Hungry Caterpillar,Eric Carle,Babytime resource,http://books.google.com/books/content?id=DpGEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Eric Carle's children's classic is the story of a very small and very hungry caterpillar who manages to nibble his way through the pages of this enchanting book.,1994.0,4.29,26.0,340101.0,The Very Hungry Caterpillar,9780241003008 Eric Carle's children's classic is the story of a very small and very hungry caterpillar who manages to nibble his way through the pages of this enchanting book.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.09395994246006012,0.8453432321548462,0.11169019341468811,0.07876546680927277
9780241912720,0241912725,Stuart Little,Elwyn Brooks White,"Little, Stuart (Fictitious character)",,"The adventures of the debonair mouse Stuart Little as he sets out to seek his dearest friend, a small bird who stayed a few days in his family's garden.",1946.0,3.89,144.0,109.0,Stuart Little,"9780241912720 The adventures of the debonair mouse Stuart Little as he sets out to seek his dearest friend, a small bird who stayed a few days in his family's garden.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.15185092389583588,0.6507876515388489,0.11169019341468811,0.07876546680927277
9780252008078,0252008073,Zora Neale Hurston,Robert E. Hemenway,Biography & Autobiography,http://books.google.com/books/content?id=Gzta3iHgiQ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Reconstructs the events, relationships, and achievements that marked the life of the black novelist, folklorist, and anthropologist, assessing her important works and commitment to the black folk tradition",1980.0,4.11,408.0,100.0,Zora Neale Hurston: A Literary Biography,"9780252008078 Reconstructs the events, relationships, and achievements that marked the life of the black novelist, folklorist, and anthropologist, assessing her important works and commitment to the black folk tradition",Nonfiction,0.017984900623559952,0.03840070962905884,0.016056308522820473,0.058824822306632996,0.8324768543243408,0.012696062214672565,0.023560313507914543
9780261102255,0261102257,The Lost Road,John Ronald Reuel Tolkien;Christopher Tolkien,,http://books.google.com/books/content?id=pWsvtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The fifth volume of the History of Middle-earth, containing the early myths and legends which led to the writing of Tolkien's epic tale of war, The Silmarillion.",2002.0,3.96,455.0,88.0,The Lost Road: The History of Middle-Earth 5,"9780261102255 The fifth volume of the History of Middle-earth, containing the early myths and legends which led to the writing of Tolkien's epic tale of war, The Silmarillion.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.19308717548847198,0.6353347301483154,0.11169019341468811,0.08676862716674805
9780261102309,0261102303,The Lord of the Rings,J. R. R. Tolkien,Fiction,http://books.google.com/books/content?id=9wu1QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This single volume edition of J.R.R Tolkien's trilogy is illustrated with reproductions of 50 original Alan Lee paintings. He has also illustrated Faeries, Merlin Dreams and The Mabinogion.",1991.0,4.49,1200.0,550.0,The Lord of the Rings,"9780261102309 This single volume edition of J.R.R Tolkien's trilogy is illustrated with reproductions of 50 original Alan Lee paintings. He has also illustrated Faeries, Merlin Dreams and The Mabinogion.",Fiction,0.07387743145227432,0.10400673747062683,0.051362838596105576,0.3707194924354553,0.7543383240699768,0.11169019341468811,0.12901948392391205
9780261102422,0261102427,The Silmarillion,John Ronald Reuel Tolkien,Fantasy,http://books.google.com/books/content?id=22ePuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tolkien's Silmarillion is the core work of the Middle-Earth canon. In this often neglected masterpiece the entire cosmology which is the background to The Hobbit and The Lord of the Rings is documented.,1999.0,3.91,384.0,253.0,The Silmarillion,9780261102422 Tolkien's Silmarillion is the core work of the Middle-Earth canon. In this often neglected masterpiece the entire cosmology which is the background to The Hobbit and The Lord of the Rings is documented.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04333188757300377,0.897894024848938,0.11169019341468811,0.07876546680927277
9780261103665,0261103660,The Silmarillion,John Ronald Reuel Tolkien,"Fantasy fiction, English",http://books.google.com/books/content?id=DQ1hQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These tales tell of the rebellion of Feanor and his kindred against the gods, and of the war, hopeless, despite great heroism, against the great enemy.",1998.0,3.91,368.0,237.0,The Silmarillion,"9780261103665 These tales tell of the rebellion of Feanor and his kindred against the gods, and of the war, hopeless, despite great heroism, against the great enemy.",Fiction,0.21092064678668976,0.32366085052490234,0.051362838596105576,0.04056441783905029,0.549476683139801,0.28716811537742615,0.07876546680927277
9780262240512,0262240513,The Parallax View,Slavoj Žižek,Philosophy,http://books.google.com/books/content?id=PwJXmwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Seeks to rehabilitate dialectical materialism by discussing the ""parallax gap,"" which separates two points because of the displacement of an object resulting from a change in observational position.",2006.0,4.01,433.0,984.0,The Parallax View,"9780262240512 Seeks to rehabilitate dialectical materialism by discussing the ""parallax gap,"" which separates two points because of the displacement of an object resulting from a change in observational position.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8739004731178284,0.11169019341468811,0.07876546680927277
9780262532556,0262532557,The Man Who Tasted Shapes,Richard E. Cytowic,Medical,http://books.google.com/books/content?id=EvA5xS-qKR8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Uncovers the strange medical mystery of synesthesia, a condition in which people can taste shapes or hear and smell colors, and suggests that everyone has synesthetic powers.",2003.0,3.88,296.0,732.0,The Man Who Tasted Shapes,"9780262532556 Uncovers the strange medical mystery of synesthesia, a condition in which people can taste shapes or hear and smell colors, and suggests that everyone has synesthetic powers.",Nonfiction,0.06413363665342331,0.10400673747062683,0.21580518782138824,0.04056441783905029,0.549476683139801,0.11169019341468811,0.5027918815612793
9780295976914,0295976918,Long Day's Journey,Carlos A. Schwantes,History,http://books.google.com/books/content?id=Ma5zQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Schwantes gathers historical photos, advertisements, posters, and contemporary accounts to recreate one of the most colorful periods in the American West. 255 illustrations, 40 in color.",1999.0,4.0,408.0,4.0,Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,"9780295976914 Schwantes gathers historical photos, advertisements, posters, and contemporary accounts to recreate one of the most colorful periods in the American West. 255 illustrations, 40 in color.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.14845415949821472,0.7956022620201111,0.11169019341468811,0.09950321167707443
9780300095241,0300095244,How Democratic is the American Constitution?,Robert A. Dahl,History,http://books.google.com/books/content?id=k0jCO_FMbFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The author argues that certain aspects of the American Constitution are deeply flawed and detract from a purely democratic society and includes discussions on the electoral college, the Federalist Papers, and proportional representation.",2003.0,3.64,240.0,436.0,How Democratic is the American Constitution?: Second Edition,"9780300095241 The author argues that certain aspects of the American Constitution are deeply flawed and detract from a purely democratic society and includes discussions on the electoral college, the Federalist Papers, and proportional representation.",Nonfiction,0.25682690739631653,0.3152499794960022,0.0548977255821228,0.04056441783905029,0.549476683139801,0.16932319104671478,0.07876546680927277
9780306808913,0306808919,Unsung Heroes of Rock 'n' Roll,Nick Tosches,Biography & Autobiography,http://books.google.com/books/content?id=V9wgnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author of ""Country"" now offers a paean to a forsaken time of relentless excess, sudden ruin, and fierce music--the days of rock 'n' roll, long before Elvis came on the scene. 42 illustrations.",1999.0,4.1,288.0,327.0,Unsung Heroes of Rock 'n' Roll: The Birth of Rock in the Wild Years Before Elvis,"9780306808913 The author of ""Country"" now offers a paean to a forsaken time of relentless excess, sudden ruin, and fierce music--the days of rock 'n' roll, long before Elvis came on the scene. 42 illustrations.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8319060802459717,0.5933564305305481,0.08887005597352982
9780306813689,0306813688,Johnny Cash,Michael Streissguth,Biography & Autobiography,http://books.google.com/books/content?id=BBRDZoBeI88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explores the life and accomplishments of the successful country singer known as the rebellious ""Man in Black"" who struggled with a guilt-ridden childhood, addictions, and self-doubt.",2006.0,3.79,334.0,277.0,Johnny Cash: The Biography,"9780306813689 Explores the life and accomplishments of the successful country singer known as the rebellious ""Man in Black"" who struggled with a guilt-ridden childhood, addictions, and self-doubt.",Nonfiction,0.10855215787887573,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.7188185453414917,0.11169019341468811,0.07876546680927277
9780307236012,0307236013,The Deeper Meaning of Liff,Douglas Adams;John Lloyd,Humor,http://books.google.com/books/content?id=TVFPmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a dictionary of such items as ""Tingrith,"" or the feeling of aluminum foil against your fillings, and ""Ahenny,"" the way people stand when examining other people's bookshelves.",2005.0,3.93,192.0,3924.0,The Deeper Meaning of Liff: A Dictionary of Things There Aren't Any Words for Yet-- But There Ought to be,"9780307236012 Presents a dictionary of such items as ""Tingrith,"" or the feeling of aluminum foil against your fillings, and ""Ahenny,"" the way people stand when examining other people's bookshelves.",Fiction,0.06413363665342331,0.18328455090522766,0.051362838596105576,0.04056441783905029,0.7582864761352539,0.11169019341468811,0.07876546680927277
9780307237903,0307237907,The Last Boleyn,Karen Harper,Fiction,http://books.google.com/books/content?id=yeYzpDgTo8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",2006.0,4.05,592.0,8848.0,The Last Boleyn,"9780307237903 Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",Fiction,0.12423582375049591,0.3092275559902191,0.051362838596105576,0.08119663596153259,0.549476683139801,0.5762772560119629,0.07876546680927277
9780307264121,0307264122,The Spy Who Barked,George Edward Stanley,Juvenile Fiction,http://books.google.com/books/content?id=jykzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Eight-year-old spy Adam Sharp pursues the very short Ambassador of Barkastan, who has stolen a top secret computer program, DOGBARK, that will let him understand the language of dogs.",2002.0,3.47,48.0,24.0,The Spy Who Barked,"9780307264121 Eight-year-old spy Adam Sharp pursues the very short Ambassador of Barkastan, who has stolen a top secret computer program, DOGBARK, that will let him understand the language of dogs.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9383121132850647,0.11169019341468811,0.07876546680927277
9780307264657,0307264653,Terrorist,John Updike,Fiction,http://books.google.com/books/content?id=KlFnmmF0IJcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Eighteen-year-old Ahmad, the son of an Irish-American mother and long-gone Egyptian father, is contemptuous of the self-indulgent society surrounding him, and devoted to the teachings of Islam, becomes drawn into an insidious terrorist plot.",2006.0,3.17,320.0,3405.0,Terrorist,"9780307264657 Eighteen-year-old Ahmad, the son of an Irish-American mother and long-gone Egyptian father, is contemptuous of the self-indulgent society surrounding him, and devoted to the teachings of Islam, becomes drawn into an insidious terrorist plot.",Fiction,0.16861140727996826,0.23487938940525055,0.5508515238761902,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780307275554,0307275558,The Devil Wears Prada,Lauren Weisberger,Fiction,http://books.google.com/books/content?id=jgnS-R9qNU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A small-town girl fresh out of an Ivy League college lands a job at a prestigious fashion magazine, but wonders if the glamorous perks are worth working for the editor from hell.",2006.0,3.73,432.0,723487.0,The Devil Wears Prada,"9780307275554 A small-town girl fresh out of an Ivy League college lands a job at a prestigious fashion magazine, but wonders if the glamorous perks are worth working for the editor from hell.",Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.16599179804325104,0.549476683139801,0.11169019341468811,0.347542405128479
9780307275936,0307275930,If Beale Street Could Talk,James Baldwin,Fiction,http://books.google.com/books/content?id=24D5xwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a pregnant Tish's boyfriend Fonny, a sculptor, is wrongfully jailed for the rape of a Puerto Rican woman, their families unite to prove the charge false. Reprint. 10,000 first printing.",2006.0,4.24,197.0,14306.0,If Beale Street Could Talk: A Novel,"9780307275936 When a pregnant Tish's boyfriend Fonny, a sculptor, is wrongfully jailed for the rape of a Puerto Rican woman, their families unite to prove the charge false. Reprint. 10,000 first printing.",Fiction,0.8194572925567627,0.14634685218334198,0.051362838596105576,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.3265579342842102
9780307278364,0307278360,The Sunset Limited,Cormac McCarthy,Drama,http://books.google.com/books/content?id=JNFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"McCarthy's new play packs all the wallop of his gut-wrenching fiction. ""The Sunset Limited,"" though, is not about blood and guts but about the battle for the human soul.",2006.0,3.96,160.0,6166.0,The Sunset Limited: A Novel in Dramatic Form,"9780307278364 McCarthy's new play packs all the wallop of his gut-wrenching fiction. ""The Sunset Limited,"" though, is not about blood and guts but about the battle for the human soul.",Fiction,0.06413363665342331,0.3607463836669922,0.3743005096912384,0.04056441783905029,0.7658644914627075,0.14122706651687622,0.07876546680927277
9780307337931,0307337936,"Small Bites, Big Nights",Govind Armstrong;Ann Wycoff;Alison Clare Steingold,Cooking,http://books.google.com/books/content?id=BEYkPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",2007.0,3.6,256.0,20.0,"Small Bites, Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties","9780307337931 Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",Nonfiction,0.06413363665342331,0.10400673747062683,0.520977258682251,0.11034993082284927,0.6668152213096619,0.1236797496676445,0.07876546680927277
9780307346582,0307346587,Everyday Pasta,Giada De Laurentiis,Cooking,http://books.google.com/books/content?id=oMiU2rsyyWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Collects Italian cookery recipes that range from classic favorites to innovative new dishes and are accompanied by simple instructions for making fresh pasta and a selection of side dishes.,2007.0,4.09,240.0,8719.0,Everyday Pasta: Favorite Pasta Recipes for Every Occasion,9780307346582 Collects Italian cookery recipes that range from classic favorites to innovative new dishes and are accompanied by simple instructions for making fresh pasta and a selection of side dishes.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.13519544899463654,0.8206959962844849,0.11169019341468811,0.07876546680927277
