isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780385729369,0385729367,Forever in Blue,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=nLoceIYxrA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As their lives take them in different directions, Lena, Tibby, Carmen, and Bridget discover many more things about themselves and the importance of their relationship with each other.",2007.0,3.81,384.0,60767.0,Forever in Blue: The Fourth Summer of the Sisterhood,"9780385729369 As their lives take them in different directions, Lena, Tibby, Carmen, and Bridget discover many more things about themselves and the importance of their relationship with each other.",Children's Fiction
9780385731829,0385731825,Frogs and French Kisses,Sarah Mlynowski,Juvenile Fiction,http://books.google.com/books/content?id=AeSkiXoPJDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Love spells run amok in New York City when high school freshman Rachel Weinstein asks her younger sister, who is a witch, for magical help in winning the affection of heartthrob Raf Kosravi.",2006.0,3.97,288.0,4827.0,Frogs and French Kisses,"9780385731829 Love spells run amok in New York City when high school freshman Rachel Weinstein asks her younger sister, who is a witch, for magical help in winning the affection of heartthrob Raf Kosravi.",Children's Fiction
9780385732338,0385732333,Cuba 15,Nancy Osa,Juvenile Fiction,http://books.google.com/books/content?id=D1ObABVE20EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Violet Paz, a Chicago high school student, reluctantly prepares for her upcoming ""quince,"" a Spanish nickname for the celebration of an Hispanic girl's fifteenth birthday.",2005.0,3.45,304.0,1028.0,Cuba 15,"9780385732338 Violet Paz, a Chicago high school student, reluctantly prepares for her upcoming ""quince,"" a Spanish nickname for the celebration of an Hispanic girl's fifteenth birthday.",Children's Fiction
9780385732536,0385732538,Messenger,Lois Lowry,Juvenile Fiction,http://books.google.com/books/content?id=0biAXvNaRZUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand.",2004.0,3.91,169.0,89571.0,Messenger,"9780385732536 In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand.",Children's Fiction
9780385732598,0385732597,Code Orange,Caroline B. Cooney,Juvenile Fiction,http://books.google.com/books/content?id=anyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While conducting research for a school paper on smallpox, Mitty finds an envelope containing 100-year-old smallpox scabs and fears that he has infected himself and all of New York City.",2005.0,3.64,200.0,5732.0,Code Orange,"9780385732598 While conducting research for a school paper on smallpox, Mitty finds an envelope containing 100-year-old smallpox scabs and fears that he has infected himself and all of New York City.",Children's Fiction
9780385733205,0385733208,Anatomy of a Boyfriend,Daria Snadowsky,Juvenile Fiction,http://books.google.com/books/content?id=6Cv-2d_IH3AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In her last semester at a private school in Fort Myers, Florida, seventeen-year-old Dom finds her life transformed by her first boyfriend, Wes, a track star at the public school her best friend attends.",2007.0,3.41,259.0,4457.0,Anatomy of a Boyfriend: A Novel,"9780385733205 In her last semester at a private school in Fort Myers, Florida, seventeen-year-old Dom finds her life transformed by her first boyfriend, Wes, a track star at the public school her best friend attends.",Children's Fiction
9780385733878,0385733879,Spells and Sleeping Bags,Sarah Mlynowski,Juvenile Fiction,http://books.google.com/books/content?id=Chfiqp3oF-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rachel and her younger sister, both witches, spend the summer at Camp Wood Lake, where Rachel tries to have a normal camp experience while surreptitiously honing her newly discovered talents.",2007.0,4.05,324.0,4329.0,Spells and Sleeping Bags,"9780385733878 Rachel and her younger sister, both witches, spend the summer at Camp Wood Lake, where Rachel tries to have a normal camp experience while surreptitiously honing her newly discovered talents.",Children's Fiction
9780393011838,0393011836,What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,Cooking,http://books.google.com/books/content?id=6Hbbf5WD1h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The chemistry professor columnist for the Washington Post's ""Food 101"" presents layperson explanations of kitchen mysteries involving food types, temperature, cooking equipment, and food myths. 30,000 first printing.",2002.0,3.85,320.0,3058.0,What Einstein Told His Cook: Kitchen Science Explained,"9780393011838 The chemistry professor columnist for the Washington Post's ""Food 101"" presents layperson explanations of kitchen mysteries involving food types, temperature, cooking equipment, and food myths. 30,000 first printing.",Nonfiction
9780393048858,0393048853,The Complete Plays,Anton Pavlovich Chekhov,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,4.49,1060.0,215.0,The Complete Plays,"9780393048858 A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",Fiction
9780393064988,0393064980,The Richness of Life,Stephen Jay Gould,Science,http://books.google.com/books/content?id=yfXJhKmp1wUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects forty-four key segments from the late paleontologist and evolutionary biologist's books, papers, and essays, in a collection that includes an assortment of previously unpublished articles and speeches.",2007.0,4.25,672.0,350.0,The Richness of Life: The Essential Stephen Jay Gould,"9780393064988 Collects forty-four key segments from the late paleontologist and evolutionary biologist's books, papers, and essays, in a collection that includes an assortment of previously unpublished articles and speeches.",Nonfiction
9780393098211,0393098214,Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,Fiction,http://books.google.com/books/content?id=EcrBer6qdl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A rakish young man with great ambitions and a remarkable ability to take advantage of profitable situations is the hero of this novel set in nineteenth-century France,1969.0,3.87,572.0,51.0,"Red and Black: A New Translation, Backgrounds and Sources, Criticism",9780393098211 A rakish young man with great ambitions and a remarkable ability to take advantage of profitable situations is the hero of this novel set in nineteenth-century France,Fiction
9780393307009,039330700X,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,Fiction,http://books.google.com/books/content?id=SjpSkzjIzfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A study of the Burgess Shale, a sea bed 530 million years old, and attempts to tackle what the findings are and what it means",1990.0,4.12,352.0,8049.0,Wonderful Life: The Burgess Shale and the Nature of History,"9780393307009 A study of the Burgess Shale, a sea bed 530 million years old, and attempts to tackle what the findings are and what it means",Fiction
9780393311037,0393311031,Hen's Teeth and Horse's Toes,Stephen Jay Gould,Nature,http://books.google.com/books/content?id=EPh9jD0XwR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays answers questions about key scientific concepts, focusing, in particular, on Darwin's theory of evolution, natural selection, and its impact on biology, natural history, and modern science",1994.0,4.1,416.0,1680.0,Hen's Teeth and Horse's Toes,"9780393311037 A collection of essays answers questions about key scientific concepts, focusing, in particular, on Darwin's theory of evolution, natural selection, and its impact on biology, natural history, and modern science",Nonfiction
9780393315110,0393315118,Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,Law,http://books.google.com/books/content?id=w04mjve7XekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essays by revisionist historians, scientists, and cultural critics explore the connection between nature and American culture, analyzing how it is packaged and presented at places such as Sea World and the Nature Company stores",1996.0,4.16,560.0,649.0,Uncommon Ground: Rethinking the Human Place in Nature,"9780393315110 Essays by revisionist historians, scientists, and cultural critics explore the connection between nature and American culture, analyzing how it is packaged and presented at places such as Sea World and the Nature Company stores",Nonfiction
9780393316025,0393316025,The Doctor Is Sick,Anthony Burgess,Fiction,http://books.google.com/books/content?id=enhV53MKUWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dr. Edwin Spindrift, a linguist, decides to escape from the hospital the night before his brain tumor surgery is scheduled and discovers a world of people exists outside his universe of words",1997.0,3.63,260.0,932.0,The Doctor Is Sick,"9780393316025 Dr. Edwin Spindrift, a linguist, decides to escape from the hospital the night before his brain tumor surgery is scheduled and discovers a world of people exists outside his universe of words",Fiction
9780393318791,0393318796,Hemingway,Michael S. Reynolds,Biography & Autobiography,http://books.google.com/books/content?id=j-PKDV11rN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes Hemingway's life in 1920's Paris, his first marriage to Hadley Richardson, his friendships with other American expatriots, and his discovery of the bullfights at Pamplona",1999.0,4.17,402.0,463.0,Hemingway: The Paris Years,"9780393318791 Describes Hemingway's life in 1920's Paris, his first marriage to Hadley Richardson, his friendships with other American expatriots, and his discovery of the bullfights at Pamplona",Nonfiction
9780393320923,0393320928,"""What Do You Care what Other People Think?""",Richard Phillips Feynman;Ralph Leighton,BIOGRAPHY & AUTOBIOGRAPHY,http://books.google.com/books/content?id=LUrJI3AQ4FAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This two-part profile of the late Nobel Prize-winning scientist reveals the influence of his father and his first wife on his life and discusses his role in the investigation of the ""Challenger"" explosion.",2001.0,4.27,256.0,15646.0,"""What Do You Care what Other People Think?"": Further Adventures of a Curious Character","9780393320923 This two-part profile of the late Nobel Prize-winning scientist reveals the influence of his father and his first wife on his life and discusses his role in the investigation of the ""Challenger"" explosion.",Nonfiction
9780393321630,0393321630,Police Brutality,Jill Nelson,Social Science,http://books.google.com/books/content?id=wxmrNlobwtIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of thirteen essays from a variety of sources examines one of America's most serious domestic problems, investigates its historical and sociological roots, and grapples for solutions. Reprint.",2001.0,3.79,320.0,44.0,Police Brutality: An Anthology,"9780393321630 A collection of thirteen essays from a variety of sources examines one of America's most serious domestic problems, investigates its historical and sociological roots, and grapples for solutions. Reprint.",Nonfiction
9780393321807,0393321800,Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism,http://books.google.com/books/content?id=kkTfpVC4pO8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Now in paperback, this illuminating work serves as both an introduction to Proust--perhaps Europe's most enduring 20th-century novelist--and a searching reinterpretation of his work, particularly the masterpiece ""In Search of Lost Time"".",2001.0,3.92,320.0,233.0,Proust's Way: A Field Guide to In Search of Lost Time,"9780393321807 Now in paperback, this illuminating work serves as both an introduction to Proust--perhaps Europe's most enduring 20th-century novelist--and a searching reinterpretation of his work, particularly the masterpiece ""In Search of Lost Time"".",Nonfiction
9780393321982,0393321983,Strangers on a Train,Patricia Highsmith,Fiction,http://books.google.com/books/content?id=qbkfHZEygt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Guy Haines loses his own identity after he is drawn into a plot to commit murder, in a new edition of the first novel by the author of The Talented Mr. Ripley. Reprint.",2001.0,3.78,256.0,12153.0,Strangers on a Train,"9780393321982 Guy Haines loses his own identity after he is drawn into a plot to commit murder, in a new edition of the first novel by the author of The Talented Mr. Ripley. Reprint.",Fiction
9780393324464,039332446X,The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,Science,http://books.google.com/books/content?id=LlVcB7rz4mkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents essays that explore the deepest mysteries of the universe, including black holes, gravity holes, and time travel, by physicists Stephen Hawking, Kip S. Thorne, Igor Novikov, Timothy Ferris, and Alan Lightman.",2003.0,3.93,224.0,241.0,The Future of Spacetime,"9780393324464 Presents essays that explore the deepest mysteries of the universe, including black holes, gravity holes, and time travel, by physicists Stephen Hawking, Kip S. Thorne, Igor Novikov, Timothy Ferris, and Alan Lightman.",Nonfiction
9780393324815,0393324818,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Business & Economics,http://books.google.com/books/content?id=3DnUCWSnci0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Explains how Billy Beene, the general manager of the Oakland Athletics, is using a new kind of thinking to build a successful and winning baseball team without spending enormous sums of money.",2003.0,4.26,317.0,78308.0,Moneyball: The Art of Winning an Unfair Game,"9780393324815 Explains how Billy Beene, the general manager of the Oakland Athletics, is using a new kind of thinking to build a successful and winning baseball team without spending enormous sums of money.",Nonfiction
9780393324860,0393324869,Naked Economics: Undressing the Dismal Science,Charles Wheelan,Business & Economics,http://books.google.com/books/content?id=-Tu1GRCYdHcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Seeks to provide a genuinely engaging and comprehensive primer to economics that explains key concepts without technical jargon and using common-sense examples. Reprint. 20,000 first printing.",2003.0,4.03,288.0,5703.0,Naked Economics: Undressing the Dismal Science,"9780393324860 Seeks to provide a genuinely engaging and comprehensive primer to economics that explains key concepts without technical jargon and using common-sense examples. Reprint. 20,000 first printing.",Nonfiction
9780393329124,0393329127,Spook: Science Tackles the Afterlife,Mary Roach,Language Arts & Disciplines,http://books.google.com/books/content?id=9S2yrVKkzicC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Draws on the achievements of scientists, engineers, and mediums to consider the feasibility of life after death, from a reincarnation researcher's experimentation with out-of-body experiences to laboratory investigations into ghosts.",2006.0,3.58,311.0,29027.0,Spook: Science Tackles the Afterlife,"9780393329124 Draws on the achievements of scientists, engineers, and mediums to consider the feasibility of life after death, from a reincarnation researcher's experimentation with out-of-body experiences to laboratory investigations into ghosts.",Nonfiction
9780393703351,0393703355,Living on the Razor's Edge,Matthew D. Selekman,Psychology,http://books.google.com/books/content?id=hTe40eeLCGYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Employing a multifaceted, flexible approach based on solution-focused therapy, the author offers clear and sensible ideas for working with the difficult and disturbing problem of adolescent self-harm.",2002.0,4.0,223.0,4.0,Living on the Razor's Edge: Solution-oriented Brief Family Therapy with Self-harming Adolescents,"9780393703351 Employing a multifaceted, flexible approach based on solution-focused therapy, the author offers clear and sensible ideas for working with the difficult and disturbing problem of adolescent self-harm.",Nonfiction
9780393924282,0393924289,Paradise Lost,John Milton,Literary Criticism,http://books.google.com/books/content?id=Ke3LQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This Norton Critical Edition is designed to make Paradise Lost accessible for student readers, providing invaluable contextual and biographical information and the tools students need to think critically about this landmark epic.",2005.0,3.81,590.0,1882.0,"Paradise Lost: Authoritative Text, Sources and Backgrounds, Criticism","9780393924282 This Norton Critical Edition is designed to make Paradise Lost accessible for student readers, providing invaluable contextual and biographical information and the tools students need to think critically about this landmark epic.",Nonfiction
9780393924916,0393924912,Keats's Poetry and Prose,John Keats,Poetry,http://books.google.com/books/content?id=fmk3HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This Norton Critical Edition seeks to return Keats—one of the most beloved poets of the English language—to his cultural moment by tracking his emergence as a public poet.,2009.0,4.31,673.0,266.0,"Keats's Poetry and Prose: Authoritative Texts, Criticism",9780393924916 This Norton Critical Edition seeks to return Keats—one of the most beloved poets of the English language—to his cultural moment by tracking his emergence as a public poet.,Fiction
9780393925722,0393925722,The Norton Anthology of Western Literature: Beginnings through the Renaissance,Sarah N. Lawall,Literary Criticism,http://books.google.com/books/content?id=rzFvPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Read by millions of students over seven editions, The Norton Anthology of Western Literature remains the most trusted undergraduate survey of Western literature available and one of the most successful college texts ever published.",2005.0,3.95,2704.0,180.0,The Norton Anthology of Western Literature: Beginnings through the Renaissance,"9780393925722 Read by millions of students over seven editions, The Norton Anthology of Western Literature remains the most trusted undergraduate survey of Western literature available and one of the most successful college texts ever published.",Nonfiction
9780393926118,0393926117,The Norton Anthology of Short Fiction,Ronald Verlin Cassill;Richard Bausch,Fiction,http://books.google.com/books/content?id=P-v9GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The classroom standard for readers and aspiring writers of fiction, The Norton Anthology of Short Fiction offers the most comprehensive, engaging selection of classic and contemporary stories in the field.",2006.0,4.17,1776.0,645.0,The Norton Anthology of Short Fiction,"9780393926118 The classroom standard for readers and aspiring writers of fiction, The Norton Anthology of Short Fiction offers the most comprehensive, engaging selection of classic and contemporary stories in the field.",Fiction
9780393927696,0393927695,Born in Blood and Fire,John Charles Chasteen,History,http://books.google.com/books/content?id=Sx6xQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Adopted at over 450 colleges and universities in its First Edition, Born in Blood and Fire has quickly become the standard survey history of Latin America.",2006.0,3.89,372.0,1089.0,Born in Blood and Fire: A Concise History of Latin America,"9780393927696 Adopted at over 450 colleges and universities in its First Edition, Born in Blood and Fire has quickly become the standard survey history of Latin America.",Nonfiction
9780393930139,0393930130,The Norton Anthology of Literature by Women,Sandra M. Gilbert;Susan Gubar,Literary Criticism,,"Long the standard teaching anthology, the landmark Norton Anthology of Literature by Women has introduced generations of readers to the rich variety of women's writing in English.",2007.0,4.12,1470.0,84.0,The Norton Anthology of Literature by Women: The Middle Ages Through the Turn of the Century,"9780393930139 Long the standard teaching anthology, the landmark Norton Anthology of Literature by Women has introduced generations of readers to the rich variety of women's writing in English.",Nonfiction
9780393977516,039397751X,Sense and Sensibility,Jane Austen,Fiction,,"Two sisters are drawn into unhappy romances despite the cool judgment of one and the emotional intensity of the other in this nineteenth-century novel that is accompanied by related writings, annotations, and criticisms.",2002.0,4.07,269.0,740.0,"Sense and Sensibility: Authoritative Text, Contexts, Criticism","9780393977516 Two sisters are drawn into unhappy romances despite the cool judgment of one and the emotional intensity of the other in this nineteenth-century novel that is accompanied by related writings, annotations, and criticisms.",Fiction
9780394448046,0394448049,A Tear and a Smile,Kahlil Gibran,Philosophy,http://books.google.com/books/content?id=dm62x7LhV_YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Contains 56 parables, stories, and poems in Gibran's wholly inimitable manner. Illustrated with 4 of his own paintings and drawings, it is the most important edition to the canon of this great writer.",1950.0,4.03,228.0,2035.0,A Tear and a Smile,"9780394448046 Contains 56 parables, stories, and poems in Gibran's wholly inimitable manner. Illustrated with 4 of his own paintings and drawings, it is the most important edition to the canon of this great writer.",Nonfiction
9780394571072,039457107X,Race of Scorpions,Dorothy Dunnett,Fiction,http://books.google.com/books/content?id=Z2ErAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1462, twenty-one-year-old widower and merchant/adventurer Niccolo and his private army become caught between warring factions--respectively led by Queen Carlotta and her brother, James--battling for control of Cyprus",1990.0,4.42,534.0,21.0,Race of Scorpions,"9780394571072 In 1462, twenty-one-year-old widower and merchant/adventurer Niccolo and his private army become caught between warring factions--respectively led by Queen Carlotta and her brother, James--battling for control of Cyprus",Fiction
9780394704371,0394704371,The Will to Power,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,Philosophy,http://books.google.com/books/content?id=jRa6gqsqSTIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers a selection from the author's notebooks, chosen by his sister, that reveals his views on nihilism, art, morality, religion, the theory of knowledge, and other subjects",1968.0,4.05,575.0,7692.0,The Will to Power,"9780394704371 Offers a selection from the author's notebooks, chosen by his sister, that reveals his views on nihilism, art, morality, religion, the theory of knowledge, and other subjects",Nonfiction
9780394733524,0394733525,The Dot and the Line,Norton Juster,Humor,http://books.google.com/books/content?id=tDfPKQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A mathematically oriented romantic fable about the eternal triangle, in this case a straight line who is hopelessly in love with a dot who in turn loves a squiggle",1991.0,4.33,62.0,55.0,The Dot and the Line: A Romance on Lower Mathematics,"9780394733524 A mathematically oriented romantic fable about the eternal triangle, in this case a straight line who is hopelessly in love with a dot who in turn loves a squiggle",Fiction
9780394746234,0394746236,"The Civil War, a Narrative: Fort Sumter to Perryville",Shelby Foote,History,http://books.google.com/books/content?id=B9d3AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Follows the course of the war from 1862 to 1864, discusses the strategies of both sides in major battles, and assesses the performance of the Union generals",1986.0,4.42,856.0,9457.0,"The Civil War, a Narrative: Fort Sumter to Perryville","9780394746234 Follows the course of the war from 1862 to 1864, discusses the strategies of both sides in major battles, and assesses the performance of the Union generals",Nonfiction
9780394758282,0394758285,The Big Sleep,Raymond Chandler,Fiction,http://books.google.com/books/content?id=a_KRwlNLDYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder",1992.0,4.01,231.0,97885.0,The Big Sleep,"9780394758282 Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder",Fiction
9780394832203,0394832205,Juniper,Monica Furlong,Occult fiction,http://books.google.com/books/content?id=GpjhJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While apprenticed to the witch woman Juniper, a young girl struggles to save her family from the evil machinations of her power-hungry aunt Meroot. Prequel to ""Wise Child.""",1991.0,4.16,198.0,111.0,Juniper,"9780394832203 While apprenticed to the witch woman Juniper, a young girl struggles to save her family from the evil machinations of her power-hungry aunt Meroot. Prequel to ""Wise Child.""",Nonfiction
9780395291306,0395291305,The Languages of Tolkien's Middle-earth,Ruth S. Noel,Fiction,http://books.google.com/books/content?id=vJGaZNvAqoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explains the fourteen different languages and assorted alphabets of Middle-earth, translates Elvish poetry, war slogans, and sayings, and features a complete dictionary of non-English words in the Middle-earth classics",1980.0,3.97,207.0,4635.0,The Languages of Tolkien's Middle-earth,"9780395291306 Explains the fourteen different languages and assorted alphabets of Middle-earth, translates Elvish poetry, war slogans, and sayings, and features a complete dictionary of non-English words in the Middle-earth classics",Fiction
9780395606490,0395606497,Sauron Defeated,John Ronald Reuel Tolkien,Fiction,http://books.google.com/books/content?id=fTB1PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features an alternate ending, never before published, to the ninth volume in the history of Middle-earth and introduces Tolkien fans to ""The Notions Club"" and ""Adunaic""--Tolkien's fifteenth invented language. 15,000 first printing.",1992.0,4.0,496.0,2508.0,"Sauron Defeated: The End of the Third Age (the History of the Lord of the Rings, Part Four). The Notion Club Papers, And, The Drowning of Anadûnê","9780395606490 Features an alternate ending, never before published, to the ninth volume in the history of Middle-earth and introduces Tolkien fans to ""The Notions Club"" and ""Adunaic""--Tolkien's fifteenth invented language. 15,000 first printing.",Fiction
9780395746561,0395746566,Sector 7,David Wiesner,Juvenile Fiction,http://books.google.com/books/content?id=DNszRi0dflEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"While on a school trip to the Empire State Building, a boy is taken by a friendly cloud to visit Sector 7, where he discovers how clouds are shaped and channeled throughout the country.",1999.0,4.21,48.0,4962.0,Sector 7,"9780395746561 While on a school trip to the Empire State Building, a boy is taken by a friendly cloud to visit Sector 7, where he discovers how clouds are shaped and channeled throughout the country.",Children's Fiction
9780395877432,0395877431,Demonic Males,Richard W. Wrangham;Dale Peterson,Nature,http://books.google.com/books/content?id=fP0c4b3jbMYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Draws on recent discoveries about human evolution to examine whether violence among men is a product of their primitive heritage, and searches for solutions to the problems of war, rape, and murder",1996.0,4.02,368.0,662.0,Demonic Males: Apes and the Origins of Human Violence,"9780395877432 Draws on recent discoveries about human evolution to examine whether violence among men is a product of their primitive heritage, and searches for solutions to the problems of war, rape, and murder",Nonfiction
9780399143069,0399143068,Three Complete Novels,Dick Francis,Fiction,http://books.google.com/books/content?id=2qgAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A compilation of three of the author's most renowned novels includes Come to Grief, Decider, and Wild Horses, detailing various crimes revolving around horses and horse-racing.",1997.0,4.21,707.0,29.0,Three Complete Novels,"9780399143069 A compilation of three of the author's most renowned novels includes Come to Grief, Decider, and Wild Horses, detailing various crimes revolving around horses and horse-racing.",Fiction
9780399226908,0399226907,"Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed., 1994)",,Caterpillars,http://books.google.com/books/content?id=oiMwvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Colorful and full of imagination, the world of Eric Carle is a delight! Sings songs, cook, and create with the book box based of the worl of Eric Carle.",2003.0,4.29,13.0,3773.0,"Eric Carle's Very Little Library: The very hungry caterpillar (1st board book ed., 1994)","9780399226908 Colorful and full of imagination, the world of Eric Carle is a delight! Sings songs, cook, and create with the book box based of the worl of Eric Carle.",Fiction
9780415183734,0415183731,Introduction to Phenomenology,Dermot Moran,Philosophy,http://books.google.com/books/content?id=ouELk-xPkGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The book should be of interest to all students who seek to complement their knowledge of analytic philosophy and further their understanding of European thought.,2000.0,4.25,592.0,204.0,Introduction to Phenomenology,9780415183734 The book should be of interest to all students who seek to complement their knowledge of analytic philosophy and further their understanding of European thought.,Nonfiction
9780425099339,0425099334,Shattered,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=2RoXIvtZOpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.",1985.0,3.9,289.0,19255.0,Shattered,"9780425099339 As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.",Fiction
9780425134351,0425134350,Patriot Games,Tom Clancy,"Ryan, Jack (Fictitious character)",http://books.google.com/books/content?id=BJqwAK8On4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.,1992.0,4.13,503.0,164306.0,Patriot Games,9780425134351 A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.,Nonfiction
9780425146224,0425146227,A New Leash on Death,Susan Conant,Fiction,http://books.google.com/books/content?id=aKsHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Holly Winter, a writer and amateur sleuth, and her adopted Alaskan malamute, Rowdy, team up to track down a killer lurking at a dog show. Reissue.",1994.0,3.79,180.0,1081.0,A New Leash on Death,"9780425146224 Holly Winter, a writer and amateur sleuth, and her adopted Alaskan malamute, Rowdy, team up to track down a killer lurking at a dog show. Reissue.",Fiction
9780425157701,0425157709,Airborne,Tom Clancy,History,http://books.google.com/books/content?id=g6jaQrjpkdAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A behind-the-scenes look at the elite branch of the military, made up of both Army and Air Force personnel, covers its people, technology, and mission",1997.0,3.76,326.0,431.0,Airborne: A Guided Tour of an Airborne Task Force,"9780425157701 A behind-the-scenes look at the elite branch of the military, made up of both Army and Air Force personnel, covers its people, technology, and mission",Nonfiction
9780425161296,0425161293,Hocus Pocus,Kurt Vonnegut,Fiction,http://books.google.com/books/content?id=1JtGrEOqk3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tarkington College, a small, exclusive college in upstate New York, is turned upside down when ten thousand prisoners from the maximum security prison across Lake Mohiga break out and head for the college",1997.0,3.82,322.0,24973.0,Hocus Pocus,"9780425161296 Tarkington College, a small, exclusive college in upstate New York, is turned upside down when ten thousand prisoners from the maximum security prison across Lake Mohiga break out and head for the college",Fiction
